"","Block","Subplot","LegacySpp","year","planting","weeding","original_legacy_cover","new_legacy_cover","exotic_grass_other","exotic_forb_other","native_grass_other","native_forb_other","bare_ground","litter","exotic_other_total","exotic_total","species","cover","life_form","native_status"
"23",1,"B","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,25,25,"BROTEC",NA,"grass","exotic"
"24",1,"B","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,25,25,"CENSTO",0,"forb","exotic"
"25",1,"B","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,25,25,"EUPESU",NA,"forb","exotic"
"26",1,"B","CENSTO",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,25,25,"POTREC",NA,"forb","exotic"
"27",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"ACHMIL",NA,"forb","native"
"28",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"ERISPE",NA,"forb","native"
"29",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"GAIARI",NA,"forb","native"
"30",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"LINLEW",NA,"forb","native"
"31",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"PENSTR",NA,"forb","native"
"32",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"BOUGRA",NA,"grass","native"
"33",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"ELYELY",NA,"grass","native"
"34",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"KOEMAC",NA,"grass","native"
"35",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"PSESPE",NA,"grass","native"
"36",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"BROTEC",NA,"grass","exotic"
"37",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"CENSTO",5,"forb","exotic"
"38",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"EUPESU",NA,"forb","exotic"
"39",1,"C","CENSTO",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,40,45,"POTREC",NA,"forb","exotic"
"40",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"ACHMIL",NA,"forb","native"
"41",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"ERISPE",NA,"forb","native"
"42",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"GAIARI",NA,"forb","native"
"43",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"LINLEW",NA,"forb","native"
"44",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"PENSTR",NA,"forb","native"
"45",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"BOUGRA",NA,"grass","native"
"46",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"ELYELY",NA,"grass","native"
"47",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"KOEMAC",NA,"grass","native"
"48",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"PSESPE",NA,"grass","native"
"49",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"BROTEC",NA,"grass","exotic"
"50",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"CENSTO",5,"forb","exotic"
"51",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"EUPESU",NA,"forb","exotic"
"52",1,"D","CENSTO",2022,"T","C",5,0,NA,NA,NA,NA,NA,NA,50,55,"POTREC",NA,"forb","exotic"
"53",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"ACHMIL",NA,"forb","native"
"54",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"ERISPE",NA,"forb","native"
"55",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"GAIARI",NA,"forb","native"
"56",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"LINLEW",NA,"forb","native"
"57",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"PENSTR",NA,"forb","native"
"58",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"BOUGRA",NA,"grass","native"
"59",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"ELYELY",NA,"grass","native"
"60",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"KOEMAC",NA,"grass","native"
"61",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"PSESPE",NA,"grass","native"
"62",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"BROTEC",20,"grass","exotic"
"63",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"CENSTO",NA,"forb","exotic"
"64",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"EUPESU",NA,"forb","exotic"
"65",1,"A","BROTEC",2022,"T","C",20,0,NA,NA,NA,NA,NA,NA,35,55,"POTREC",NA,"forb","exotic"
"66",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"ACHMIL",NA,"forb","native"
"67",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"ERISPE",NA,"forb","native"
"68",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"GAIARI",NA,"forb","native"
"69",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"LINLEW",NA,"forb","native"
"70",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"PENSTR",NA,"forb","native"
"71",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"BOUGRA",NA,"grass","native"
"72",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"ELYELY",NA,"grass","native"
"73",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"KOEMAC",NA,"grass","native"
"74",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"PSESPE",NA,"grass","native"
"75",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"BROTEC",55,"grass","exotic"
"76",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"CENSTO",NA,"forb","exotic"
"77",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"EUPESU",NA,"forb","exotic"
"78",1,"B","BROTEC",2022,"T","W",55,0,NA,NA,NA,NA,NA,NA,20,75,"POTREC",NA,"forb","exotic"
"79",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"ACHMIL",NA,"forb","native"
"80",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"ERISPE",NA,"forb","native"
"81",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"GAIARI",NA,"forb","native"
"82",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"LINLEW",NA,"forb","native"
"83",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"PENSTR",NA,"forb","native"
"84",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"BOUGRA",NA,"grass","native"
"85",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"ELYELY",NA,"grass","native"
"86",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"KOEMAC",NA,"grass","native"
"87",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"PSESPE",NA,"grass","native"
"88",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"BROTEC",35,"grass","exotic"
"89",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"CENSTO",NA,"forb","exotic"
"90",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"EUPESU",NA,"forb","exotic"
"91",1,"C","BROTEC",2022,"S","W",35,0,NA,NA,NA,NA,NA,NA,20,55,"POTREC",NA,"forb","exotic"
"92",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"ACHMIL",NA,"forb","native"
"93",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"ERISPE",NA,"forb","native"
"94",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"GAIARI",NA,"forb","native"
"95",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"LINLEW",NA,"forb","native"
"96",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"PENSTR",NA,"forb","native"
"97",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"BOUGRA",NA,"grass","native"
"98",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"ELYELY",NA,"grass","native"
"99",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"KOEMAC",NA,"grass","native"
"100",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"PSESPE",NA,"grass","native"
"101",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"BROTEC",20,"grass","exotic"
"102",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"CENSTO",NA,"forb","exotic"
"103",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"EUPESU",NA,"forb","exotic"
"104",1,"D","BROTEC",2022,"S","C",20,0,NA,NA,NA,NA,NA,NA,40,60,"POTREC",NA,"forb","exotic"
"105",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"ACHMIL",NA,"forb","native"
"106",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"ERISPE",NA,"forb","native"
"107",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"GAIARI",NA,"forb","native"
"108",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"LINLEW",NA,"forb","native"
"109",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"PENSTR",NA,"forb","native"
"110",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"BOUGRA",NA,"grass","native"
"111",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"ELYELY",NA,"grass","native"
"112",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"KOEMAC",NA,"grass","native"
"113",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"PSESPE",NA,"grass","native"
"114",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"BROTEC",NA,"grass","exotic"
"115",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"CENSTO",NA,"forb","exotic"
"116",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"EUPESU",NA,"forb","exotic"
"117",1,"A","POTREC",2022,"S","C",10,0,NA,NA,NA,NA,NA,NA,35,45,"POTREC",10,"forb","exotic"
"118",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"ACHMIL",NA,"forb","native"
"119",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"ERISPE",NA,"forb","native"
"120",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"GAIARI",NA,"forb","native"
"121",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"LINLEW",NA,"forb","native"
"122",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"PENSTR",NA,"forb","native"
"123",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"BOUGRA",NA,"grass","native"
"124",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"ELYELY",NA,"grass","native"
"125",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"KOEMAC",NA,"grass","native"
"126",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"PSESPE",NA,"grass","native"
"127",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"BROTEC",NA,"grass","exotic"
"128",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"CENSTO",NA,"forb","exotic"
"129",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"EUPESU",NA,"forb","exotic"
"130",1,"B","POTREC",2022,"S","W",5,0,NA,NA,NA,NA,NA,NA,15,20,"POTREC",5,"forb","exotic"
"131",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"ACHMIL",NA,"forb","native"
"132",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"ERISPE",NA,"forb","native"
"133",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"GAIARI",NA,"forb","native"
"134",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"LINLEW",NA,"forb","native"
"135",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"PENSTR",NA,"forb","native"
"136",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"BOUGRA",NA,"grass","native"
"137",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"ELYELY",NA,"grass","native"
"138",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"KOEMAC",NA,"grass","native"
"139",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"PSESPE",NA,"grass","native"
"140",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"BROTEC",NA,"grass","exotic"
"141",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"CENSTO",NA,"forb","exotic"
"142",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"EUPESU",NA,"forb","exotic"
"143",1,"C","POTREC",2022,"T","C",1,0,NA,NA,NA,NA,NA,NA,9,10,"POTREC",1,"forb","exotic"
"144",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"ACHMIL",NA,"forb","native"
"145",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"ERISPE",NA,"forb","native"
"146",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"GAIARI",NA,"forb","native"
"147",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"LINLEW",NA,"forb","native"
"148",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"PENSTR",NA,"forb","native"
"149",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"BOUGRA",NA,"grass","native"
"150",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"ELYELY",NA,"grass","native"
"151",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"KOEMAC",NA,"grass","native"
"152",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"PSESPE",NA,"grass","native"
"153",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"BROTEC",NA,"grass","exotic"
"154",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"CENSTO",NA,"forb","exotic"
"155",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"EUPESU",NA,"forb","exotic"
"156",1,"D","POTREC",2022,"T","W",5,0,NA,NA,NA,NA,NA,NA,20,25,"POTREC",5,"forb","exotic"
"157",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"ACHMIL",NA,"forb","native"
"158",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"ERISPE",NA,"forb","native"
"159",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"GAIARI",NA,"forb","native"
"160",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"LINLEW",NA,"forb","native"
"161",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"PENSTR",NA,"forb","native"
"162",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"BOUGRA",NA,"grass","native"
"163",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"ELYELY",NA,"grass","native"
"164",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"KOEMAC",NA,"grass","native"
"165",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"PSESPE",NA,"grass","native"
"166",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"BROTEC",NA,"grass","exotic"
"167",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"CENSTO",NA,"forb","exotic"
"168",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"EUPESU",NA,"forb","exotic"
"169",1,"A","Native",2022,"T","W",0,0,NA,NA,NA,NA,NA,NA,5,5,"POTREC",NA,"forb","exotic"
"170",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"ACHMIL",NA,"forb","native"
"171",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"ERISPE",NA,"forb","native"
"172",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"GAIARI",NA,"forb","native"
"173",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"LINLEW",NA,"forb","native"
"174",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"PENSTR",NA,"forb","native"
"175",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"BOUGRA",NA,"grass","native"
"176",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"ELYELY",NA,"grass","native"
"177",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"KOEMAC",NA,"grass","native"
"178",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"PSESPE",NA,"grass","native"
"179",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"BROTEC",NA,"grass","exotic"
"180",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"CENSTO",NA,"forb","exotic"
"181",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"EUPESU",NA,"forb","exotic"
"182",1,"B","Native",2022,"T","C",0,0,NA,NA,NA,NA,NA,NA,10,10,"POTREC",NA,"forb","exotic"
"183",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"ACHMIL",NA,"forb","native"
"184",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"ERISPE",NA,"forb","native"
"185",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"GAIARI",NA,"forb","native"
"186",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"LINLEW",NA,"forb","native"
"187",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"PENSTR",NA,"forb","native"
"188",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"BOUGRA",NA,"grass","native"
"189",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"ELYELY",NA,"grass","native"
"190",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"KOEMAC",NA,"grass","native"
"191",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"PSESPE",NA,"grass","native"
"192",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"BROTEC",NA,"grass","exotic"
"193",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"CENSTO",NA,"forb","exotic"
"194",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"EUPESU",NA,"forb","exotic"
"195",1,"C","Native",2022,"S","W",0,0,NA,NA,NA,NA,NA,NA,10,10,"POTREC",NA,"forb","exotic"
"196",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"ACHMIL",NA,"forb","native"
"197",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"ERISPE",NA,"forb","native"
"198",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"GAIARI",NA,"forb","native"
"199",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"LINLEW",NA,"forb","native"
"200",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"PENSTR",NA,"forb","native"
"201",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"BOUGRA",NA,"grass","native"
"202",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"ELYELY",NA,"grass","native"
"203",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"KOEMAC",NA,"grass","native"
"204",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"PSESPE",NA,"grass","native"
"205",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"BROTEC",NA,"grass","exotic"
"206",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"CENSTO",NA,"forb","exotic"
"207",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"EUPESU",NA,"forb","exotic"
"208",1,"D","Native",2022,"S","C",0,0,NA,NA,NA,NA,NA,NA,15,15,"POTREC",NA,"forb","exotic"
"209",1,"A","EUPESU",2022,"T","W",30,0,NA,NA,NA,NA,NA,NA,30,60,"ACHMIL",NA,"forb","native"
"210",1,"A","EUPESU",2022,"T","W",30,0,NA,NA,NA,NA,NA,NA,30,60,"ERISPE",NA,"forb","native"
"211",1,"A","EUPESU",2022,"T","W",30,0,NA,NA,NA,NA,NA,NA,30,60,"GAIARI",NA,"forb","native"
"212",1,"A","EUPESU",2022,"T","W",30,0,NA,NA,NA,NA,NA,NA,30,60,"LINLEW",NA,"forb","native"
